Questions,PaperID,StudyID,DVID,LeadAuthor,Year,Domain,Pnum,PnumExperts,PnumIntermediate,PnumNovice,ExpertiseIVOp,ExpertiseIVDef,DecisionDVType,DecisionDVDelib,DecisionDVBias,DecisionDVStakes,DecisionDVObj,MainEffect,MainEffectStat,ModeratorsSig,ModeratorsNonSig,MediatorsSig,MediatorsNonSig,Notes,,,,
,414,,2,Hoyer,2003,20,40,20,,20,2,2,,2,3,3,1,,1,age,,,,need to calculate effect from table 2,,,,
,414,,3,Hoyer,2003,20,40,20,,20,2,2,,2,3,3,1,,1,age,,,,need to calculate effect from table 2,,,,
,414,,4,Hoyer,2003,20,40,20,,20,2,2,,2,3,3,1,,1,age,,,,need to calculate effect from table 2,,,,
,90,,1,Hruska,2016,2,20,10,,10,2,3,2,1,3,2,1,1,1,fmri,,fMRI,case difficulty,,,,,
,90,,2,Hruska,2016,2,20,10,,10,2,3,9,1,3,2,1,1,1,fmri,,fMRI,case difficulty,,,,,
,1019,,1,Hsu,2008,2,40,9,,31,2,2,7,2,3,2,1,1,1,,,,,,,,,
,1019,,2,Hsu,2008,2,40,9,,31,2,2,7,2,3,2,1,,1,,,,,,,,,
,92,,1,Hutchison,2012,2,108,54,,54,2,2,7,4,1,2,1,0,1,Nationality of poser,Gender of poser and gender of ppn,,,,,,,
,92,,2,Hutchison,2012,2,108,54,,54,2,2,7,4,1,2,1,0,1,Nationality of poser,Gender of poser and gender of ppn,,,,,,,
,94,,,Jaarsma,2014,2,38,13,12,13,2,3,1,1,3,2,1,1,3,"eye movements, verbal protocols",,"eye movement, verbal description of diagnosis",,,,,,
,417,,2,Jackson,2007,3,37,13,13,11,2,3,10,1,3,1,0,0,1,level of occlusion,,,,,,,,
,417,,1,Jackson,2007,3,37,13,13,11,2,3,4,1,3,1,1,1,1,level of occlusion,,,,,,,,
,417,,3,Jackson,2007,3,37,13,13,11,2,3,8,1,3,1,1,1,1,level of occlusion,,,,,,,,
,418,,1,Jackson,1988,1,34,24,,10,2,2,2,3,3,2,0,1,1,,,,,,,,,
,418,,2,Jackson,1988,1,34,24,,10,2,2,2,3,3,2,0,1,1,,,,,,,,,
,418,,3,Jackson,1988,1,34,24,,10,2,2,2,3,3,2,0,1,1,,,,,,,,,
,418,,4,Jackson,1988,1,34,24,,10,2,2,2,3,3,2,0,1,1,,,,,,,,,
,1045,,1,Jalali,2019,21,67,38,,29,2,2,7,4,3,1,1,0,1,,,,,aux v cons,,,,
,1045,,2,Jalali,2019,21,67,38,,29,2,2,7,4,3,1,1,0,1,,,,,aux v junior,,,,
,96,1,1,Johnson,2018,17,153,51,,102,2,2,7,1,1,3,1,1,2,"weapon, object info",,,,,,,,
,96,1,2,Johnson,2018,17,153,51,,102,2,2,9,1,1,3,1,-1,2,"weapon, object info",,,,officers slower to respond - good or bad?,,,,
,427,,1,Johnson,1991,3,91,35,,56,2,2,5,4,2,2,1,1,1,list lengths,,,,,,,,
,427,,2,Johnson,1991,3,91,35,,56,2,2,5,4,2,2,1,1,1,list lengths,,,,,,,,
,1065,,1,Jullien,1996,2,210,,,,2,3,7,1,3,2,1,1,3,,,,,,,,,
,1065,,2,Jullien,1996,2,210,,,,2,3,7,1,3,2,1,1,3,,,,,,,,,
,1065,,3,Jullien,1996,2,210,,,,2,3,7,1,3,2,1,1,3,,,,,,,,,
calculate effects,1066,,,Jung,2012,1,243,120,,123,2,2,2,,,,,,,,,,,baseball better than tennis,,,,
,432,,,Kanter,2010,2,7,,,,4,2,1,3,3,2,1,0,13,,,,,,,,,
calculate effects,1078,,,Kaplan,1999,1,,,,,2,,,,,,,,,,,,,,,,,
,434,,,Karver,2010,2,34,,,,4,2,4,3,3,3,1,1,2,,,,,,,,,
,1082,,6,Kassin,2005,17,118,57,,61,2,2,7,4,2,2,1,-1,1,medium of confession (audio v video),,,,,,,,
,1082,,1,Kassin,2005,17,118,57,,61,2,2,2,4,3,2,1,-1,1,medium of confession (audio v video),,,,baseball better than tennis,,,,
,1082,,2,Kassin,2005,17,118,57,,61,2,2,10,4,3,2,1,1,1,,medium of confession (audio v video),,,,,,,
,1082,,3,Kassin,2005,17,118,57,,61,2,2,7,4,3,2,1,0,1,medium of confession (audio v video),,,,,,,,
,1082,,4,Kassin,2005,17,118,57,,61,2,2,7,4,3,2,1,-1,1,medium of confession (audio v video),,,,,,,,
,1082,,5,Kassin,2005,17,118,57,,61,2,2,7,4,3,2,1,-1,1,medium of confession (audio v video),,,,,,,,
,435,,,Kauffman,1989,13,48,16,16,16,2,2,7,4,3,2,1,1,1,,,,,,,,,
,436,,1,Keijsers,2014,2,103,53,,50,1,3,7,4,3,2,1,1,1,,,,,,,,,
,436,,2,Keijsers,2014,2,103,53,,50,1,3,7,4,3,2,1,0,1,,,,,,,,,
,436,,3,Keijsers,2014,2,103,53,,50,1,3,7,4,3,2,1,1,1,,,,,,,,,
,437,1,1,Kelemen,2013,20,308,80,179,49,2,2,1,1,2,1,1,1,1,speed,,,,,,,,
,437,2,1,Kelemen,2013,20,139,59,80,,2,1,1,1,2,1,1,0,1,speed,,,,,,,,
,437,1,2,Kelemen,2013,20,80,,,,4,2,1,1,2,1,1,0,1,speed,,,,,,,,
,437,2,1,Kelemen,2013,20,59,,,,4,1,1,1,2,1,1,1,1,speed,,,,,,,,
,438,,,Keller,2018,3,62,20,22,22,2,3,4,2,3,3,1,1,1,,,,,,,,,
,439,,1,Kemp,1996,2,47,36,11,,2,2,1,4,1,2,1,1,9,,,,,,,,,
,439,,2,Kemp,1996,2,47,36,11,,2,2,1,4,1,2,1,1,9,,,,,,,,,
,439,,3,Kemp,1996,2,47,36,11,,2,2,1,4,1,2,1,1,9,,,,,,,,,
,439,,4,Kemp,1996,2,47,36,11,,2,2,1,4,1,2,1,1,9,,,,,,,,,
,1087,,1,Kida,2005,3,82,,,,2,2,9,1,3,3,1,0,1,,,,,,,,,
,1087,,2,Kida,2005,3,22,,,,2,2,9,1,3,3,1,0,1,,,,,"had three groups of professionals, this just marks the overall presence or absence of difference between those groups",,,,
,1087,,3,Kida,2005,3,22,,,,2,2,9,1,3,3,1,0,1,,,,,"had three groups of professionals, this just marks the overall presence or absence of difference between those groups",,,,
,1087,,4,Kida,2005,3,39,,,,2,2,9,1,3,3,1,0,1,,,,,"had three groups of professionals, this just marks the overall presence or absence of difference between those groups",,,,
,1087,,5,Kida,2005,3,82,,,,2,2,9,1,3,3,1,1,1,,,,,,,,,
,1087,,6,Kida,2005,3,44,,,,2,1,9,1,3,3,1,1,1,,,,,,,,,
,1087,,7,Kida,2005,3,60,,,,2,1,9,1,3,3,1,1,1,,,,,,,,,
,1087,,8,Kida,2005,3,39,,,,2,2,9,1,3,3,1,1,1,,,,,,,,,
,1087,,9,Kida,2005,3,22,,,,2,2,9,1,3,3,1,0,1,,,,,,,,,
,1087,,10,Kida,2005,3,82,,,,2,2,9,1,3,3,1,0,1,,,,,,,,,
,1087,,11,Kida,2005,3,22,,,,2,2,9,1,3,3,1,0,1,,,,,,,,,
,1087,,12,Kida,2005,3,22,,,,2,2,9,1,3,3,1,0,1,,,,,also mention another way of comparing between groups through dichomotizing 2 different cutoffs,,,,
,1087,,13,Kida,2005,3,39,,,,2,2,9,1,3,3,1,0,1,,,,,,,,,
,1089,,1,Kilner,2002,2,233,,,,2,1,7,4,3,2,1,1,1,,,,,,,,,
,1089,,2,Kilner,2002,2,233,,,,2,1,7,4,3,2,1,0,1,,,,,,,,,
,1089,,3,Kilner,2002,2,233,,,,2,1,7,4,3,2,1,1,1,,,,,,,,,
,1090,,2,Kilner,2005,17,82,,,,2,3,7,4,2,2,1,0,1,,,,,,,,,
,1090,,3,Kilner,2005,17,82,,,,2,3,7,4,2,2,1,1,1,,,,,,,,,
,1090,,5,Kilner,2005,17,82,,,,2,3,7,4,2,2,1,1,1,,,,,,,,,
,1090,,6,Kilner,2005,17,82,,,,2,3,7,4,2,2,1,1,1,,,,,,,,,
,1090,,1,Kilner,2005,17,82,,,,2,3,7,4,3,2,1,1,1,,,,,,,,,
,1090,,4,Kilner,2005,17,82,,,,2,3,7,4,3,2,1,1,1,,,,,,,,,
,445,,1,Kirschenbaum,1992,17,12,,,,2,2,3,2,3,1,1,1,3,,,,,,,,,
,445,,2,Kirschenbaum,1992,17,12,,,,2,2,3,2,3,1,1,1,3,,,,,,,,,
,445,,3,Kirschenbaum,1992,17,12,,,,2,2,3,2,3,1,1,0,3,,,,,,,,,
,445,,4,Kirschenbaum,1992,17,12,,,,2,2,3,2,3,1,1,0,3,,,,,,,,,
,445,,5,Kirschenbaum,1992,17,12,,,,2,2,3,2,3,1,1,0,3,,,,,,,,,
,445,,6,Kirschenbaum,1992,17,12,,,,2,2,7,2,3,2,1,1,3,,,,,,,,,
,445,,7,Kirschenbaum,1992,17,12,,,,2,2,7,2,3,2,1,1,3,,,,,,,,,
,445,,8,Kirschenbaum,1992,17,12,,,,2,2,7,2,3,2,1,1,3,,,,,,,,,
,446,,1,Klein,1989,8,34,10,,24,2,3,5,2,3,3,1,1,1,,,,,,,,,
,446,,2,Klein,1989,8,34,10,,24,2,3,5,2,3,3,1,1,1,,,,,,,,,
,446,,3,Klein,1989,8,34,10,,24,2,3,4,2,3,3,1,1,1,,,,,,,,,
,446,,4,Klein,1989,8,34,10,,24,2,3,4,2,3,3,1,1,1,,,,,,,,,
,450,,1,Knesper,1986,2,581,,,,2,1,1,3,3,2,1,1,3,,,,,,,,,
,450,,2,Knesper,1986,2,581,,,,2,1,1,3,3,2,1,1,3,,,,,,,,,
,450,,3,Knesper,1986,2,581,,,,2,1,1,3,3,2,1,1,3,,,,,,,,,
,450,,4,Knesper,1986,2,581,,,,2,1,1,3,3,2,1,1,3,,,,,,,,,
,450,,5,Knesper,1986,2,581,,,,2,1,1,3,3,2,1,1,3,,,,,,,,,
,451,2,1,Knoll,2017,25,153,,,,2,4,7,4,2,1,0,-1,1,,,,,,,,,
,451,2,2,Knoll,2017,25,153,,,,2,4,7,4,3,1,0,1,1,,,,,,,,,
,451,2,3,Knoll,2017,25,153,,,,2,4,7,4,3,1,0,-1,1,,,,,,,,,
,451,1,1,Knoll,2017,25,262,,,,2,4,7,4,2,1,1,0,2,,,,,,,,,
,1101,2,,Koehler,2009,4,257,129,,128,2,2,2,4,3,1,0,1,1,,,,,,,,,
,1110,,1,Kostopoulou,2012,2,138,,,,2,2,2,4,2,2,1,1,1,,,,,,,,,
,1110,,2,Kostopoulou,2012,2,138,,,,2,2,2,4,2,2,1,1,1,,,,,,,,,
,1110,,3,Kostopoulou,2012,2,138,,,,2,2,2,4,2,2,1,1,1,,,,,,,,,
,455,,1,Kovera,2000,1,144,,,,2,3,2,3,3,2,1,0,2,,,,,,,,,
,455,,2,Kovera,2000,1,144,,,,2,3,2,3,3,2,1,1,2,,,,,,,,,
,456,,1,Krampe,1996,13,48,,,,2,3,6,2,3,3,0,1,1,age,,,,,,,,
,456,,2,Krampe,1996,13,48,,,,2,3,7,2,3,1,1,1,1,,,,,,,,,
,456,,4,Krampe,1996,13,48,,,,2,3,7,2,3,1,1,1,1,,,,,,,,,
,456,,3,Krampe,1996,13,48,,,,2,3,6,2,3,3,1,1,1,,,,,,,,,
,456,,5,Krampe,1996,13,48,,,,2,3,6,2,3,3,1,1,1,,,,,,,,,
,456,,6,Krampe,1996,13,48,,,,2,3,6,2,3,3,1,1,1,,,,,,,,,
,456,,7,Krampe,1996,13,48,,,,2,3,6,2,3,3,1,1,1,,,,,,,,,
,458,1,1,Kulatunga-Moruzi,2004,2,30,,,,2,2,1,3,3,2,1,1,1,"typicality, condition",,,,,,,,
,458,1,2,Kulatunga-Moruzi,2004,2,30,,,,2,2,1,3,3,2,1,1,1,"typicality, condition",,,,,,,,
,458,1,3,Kulatunga-Moruzi,2004,2,30,,,,2,2,1,3,3,2,1,1,1,"typicality, condition",,,,,,,,
,458,1,4,Kulatunga-Moruzi,2004,2,30,,,,2,2,1,3,3,2,1,0,1,"typicality, condition",,,,,,,,
,110,,1,Kunina-Habenicht,2015,2,283,,,,2,3,1,4,3,2,1,1,1,,,,"decision time, solution times",,,,,
,110,,2,Kunina-Habenicht,2015,2,283,,,,2,3,9,4,3,2,1,0,1,,,,"decision time, solution times",,,,,
,110,,3,Kunina-Habenicht,2015,2,283,,,,2,3,9,4,3,2,1,0,1,,,,"decision time, solution times",,,,,
,110,,4,Kunina-Habenicht,2015,2,283,,,,2,3,1,4,3,2,1,0,1,,,,"decision time, solution times",,,,,
,110,,5,Kunina-Habenicht,2015,2,303,20,,283,2,2,1,4,3,2,1,1,1,,,,,,,,,
,110,,6,Kunina-Habenicht,2015,2,303,20,,283,2,2,9,4,3,2,1,1,1,,,,,,,,,
,110,,7,Kunina-Habenicht,2015,2,303,20,,283,2,2,9,4,3,2,1,1,1,,,,,,,,,
,110,,8,Kunina-Habenicht,2015,2,303,20,,283,2,2,1,4,3,2,1,0,1,,,,,,,,,
,462,1,1,Larson,2017,13,125,11,,114,2,3,3,4,3,2,1,-1,3,low-quality or high-quality singers,,,,"experts were worse when judging low-quality singers, but better when judging high-quality singers",,,,
,462,1,2,Larson,2017,13,125,11,,114,2,3,3,4,3,2,1,-1,3,low-quality or high-quality singers,,,,"experts were worse when judging low-quality singers, but better when judging high-quality singers",,,,
,462,1,3,Larson,2017,13,125,11,,114,2,3,3,4,3,2,1,-1,3,low-quality or high-quality singers,,,,"experts were worse when judging low-quality singers, but better when judging high-quality singers",,,,
,462,2,1,Larson,2017,13,18,5,7,6,2,2,7,4,3,2,1,0,3,,,,,,,,,
,462,2,2,Larson,2017,13,12,5,7,,2,2,7,4,3,2,1,1,3,,,,,,,,,
,462,2,3,Larson,2017,13,13,,7,6,2,2,7,4,3,2,1,1,3,,,,,,,,,
,462,2,4,Larson,2017,13,11,5,,6,2,2,7,4,3,2,1,0,3,,,,,,,,,
,462,3,1,Larson,2017,13,57,,,,2,2,1,4,3,2,1,1,3,,,,,expertise predicted lower evaluations of quality,,,,
,462,3,2,Larson,2017,13,57,,,,2,2,7,4,3,2,1,1,1,,,,,novice vs intermediate,,,,
,462,3,3,Larson,2017,13,57,,,,2,2,7,4,3,2,1,1,1,,,,,novice vs expert,,,,
,462,3,4,Larson,2017,13,57,,,,2,2,7,4,3,2,1,1,1,,,,,intermediates vs experts,,,,
,462,3,5,Larson,2017,13,57,,,,2,2,2,4,3,2,1,1,3,,,,,expertise predicted lower evaluations of quality,,,,
,466,1,4,Leach,2004,17,105,25,48,32,2,2,10,4,3,2,0,1,1,,,,,custom officers were most certain,,,,
,466,2,4,Leach,2004,17,103,28,35,40,2,2,10,4,3,2,0,1,1,,,,,custom officers were highest level of certainty,,,,
,466,3,4,Leach,2004,17,126,47,40,39,2,2,10,4,3,2,0,1,1,,,,,custom officers were highest level of certainty,,,,
,466,1,3,Leach,2004,17,105,25,48,32,2,2,7,4,2,2,1,0,1,,,,,,,,,
,466,2,3,Leach,2004,17,103,28,35,40,2,2,7,4,2,2,1,0,1,,,,,,,,,
,466,3,3,Leach,2004,17,126,47,40,39,2,2,7,4,2,2,1,1,1,,,,,customs and police officers were biased,,,,
,466,1,1,Leach,2004,17,105,25,48,32,2,2,7,4,3,2,1,-1,1,,,,,"police officers were most inaccurate, custom officers and students were equally accurate",,,,
,466,1,2,Leach,2004,17,105,25,48,32,2,2,7,4,3,2,1,1,1,,,,,police officers better than other groups,,,,
,466,2,1,Leach,2004,17,103,28,35,40,2,2,7,4,3,2,1,0,1,,,,,,,,,
,466,2,2,Leach,2004,17,103,28,35,40,2,2,7,4,3,2,1,0,1,,,,,,,,,
,466,3,1,Leach,2004,17,126,47,40,39,2,2,7,4,3,2,1,0,1,,,,,,,,,
,466,3,2,Leach,2004,17,126,47,40,39,2,2,7,4,3,2,1,0,1,,,,,,,,,
,1130,,1,LeBlanc,2002,2,40,20,20,,2,2,2,4,3,2,1,0,1,,condition,,,,,,,
,1130,,2,LeBlanc,2002,2,40,20,20,,2,2,2,4,3,2,1,0,1,,condition,,,,,,,
,1130,,3,LeBlanc,2002,2,40,20,20,,2,2,2,4,3,2,1,0,1,,condition,,,,,,,
,1133,,1,Lee,2010,2,135,,,,2,1,2,3,3,2,0,0,1,,,,,,,,,
,1133,,2,Lee,2010,2,135,,,,2,1,2,3,3,2,0,0,1,,,,,,,,,
,1133,,3,Lee,2010,2,135,,,,2,1,2,3,3,2,0,0,1,,,,,,,,,
,1133,,4,Lee,2010,2,135,,,,2,1,2,3,3,2,0,0,1,,,,,,,,,
,1133,,5,Lee,2010,2,135,,,,2,1,2,3,3,2,0,1,1,,,,,,,,,
,114,,2,Leff,2017,2,22,5,7,10,2,2,10,2,3,3,0,1,3,fmri,,,,,,,,
,114,,1,Leff,2017,2,22,5,7,10,2,2,1,2,3,3,1,1,3,fmri,,,,,,,,
,114,,3,Leff,2017,2,22,5,7,10,2,2,1,2,3,3,1,1,3,fmri,,,,,,,,
,471,,1,Leong,2007,2,25,,,,2,1,1,3,3,1,1,1,14,eye movement patterns,,,,,,,,
,471,,2,Leong,2007,2,25,,,,2,1,7,3,3,1,1,1,14,eye movement patterns,,,,,,,,
,471,,3,Leong,2007,2,25,,,,2,1,9,3,3,1,1,0,14,eye movement patterns,,,,,,,,
,1147,2,1,Liden,2019,1,60,,,,2,1,2,4,3,2,0,0,1,,"decision, decision maker",,,,,,,
,1147,2,2,Liden,2019,1,60,,,,2,1,2,4,3,2,0,0,1,,"decision, decision maker",,,,,,,
,1147,2,3,Liden,2019,1,60,,,,2,1,2,4,3,2,0,0,1,,"decision, decision maker",,,,,,,
,117,,,Lieberman,2004,6,22,,,,2,3,7,4,3,1,1,1,1,,,brain activation pattern,,responded quicker to domain relevant words than to non-domain words,,,,
,477,,3,Lievens,2001,9,390,,,,2,2,2,4,3,2,1,1,9,,,,,MBA more accurate than students,,,,
,1150,,1,Lim,2006,2,76,,,,2,1,2,4,3,2,1,0,1,,,,,,,,,
,1150,,2,Lim,2006,2,76,,,,2,1,2,4,3,2,1,1,1,,,,,,,,,
,118,,1,Lima,2011,6,80,40,,40,2,2,12,1,3,2,1,1,1,,"age, emotion type",,,,,,,
,118,,2,Lima,2011,6,80,40,,40,2,2,2,1,3,2,1,0,1,age,emotion type,,,,,,,
,118,,3,Lima,2011,6,80,40,,40,2,2,9,1,3,2,1,0,1,age,,,,,,,,
,119,,1,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,1,1,age,,,,graphic designers vs no designers,,,,
,119,,2,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,1,1,age,,,,graphic designers vs no designers,,,,
,119,,3,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,1,1,age,,,,graphic designers vs no designers,,,,
,119,,4,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,0,1,age,,,,graphic designers vs no designers,,,,
,119,,5,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,0,1,age,,,,graphic designers vs no designers,,,,
,119,,6,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,0,1,age,,,,graphic designers vs no designers,,,,
,119,,7,Lindenberger,1992,13,12,6,,6,2,2,12,4,3,2,1,0,1,age,,,,graphic designers vs no designers,,,,
,1151,,1,Lindholm,2008,17,155,36,59,60,2,2,7,4,1,2,1,1,1,,,,,,,,,
,1151,,2,Lindholm,2008,17,96,36,,60,2,2,7,4,1,2,1,1,18,,,,,,,,,
,1151,,3,Lindholm,2008,17,95,36,59,,2,2,7,4,1,2,1,0,18,,,,,,,,,
,1151,,4,Lindholm,2008,17,155,36,59,60,2,2,7,4,1,2,1,1,1,,,,,,,,,
,1151,,5,Lindholm,2008,17,96,36,,60,2,2,7,4,1,2,1,0,18,,,,,,,,,
,1151,,6,Lindholm,2008,17,119,,59,60,2,2,7,4,1,2,1,-1,18,,,,,,,,,
,1151,,7,Lindholm,2008,17,96,36,,60,2,2,7,4,1,2,1,-1,18,,,,,,,,,
,1151,,8,Lindholm,2008,17,155,36,59,60,2,2,10,4,1,2,1,1,1,,,,,,,,,
,1151,,9,Lindholm,2008,17,119,,59,60,2,2,10,4,1,2,1,0,18,,,,,,,,,
,1151,,10,Lindholm,2008,17,96,36,,60,2,2,10,4,1,2,1,-1,18,,,,,,,,,
,121,,1,Lipner,2010,2,115,,,,2,2,1,4,3,3,1,1,1,,,,,,,,,
,121,,2,Lipner,2010,2,115,,,,2,2,1,4,3,3,1,1,1,,,,,,,,,
,121,,3,Lipner,2010,2,115,,,,2,2,1,4,3,3,1,1,1,,,,,,,,,
,121,,4,Lipner,2010,2,115,,,,2,2,9,4,3,3,1,1,1,,,,,,,,,
,122,1,1,Litchfield,2016,2,28,14,,14,2,2,1,2,3,1,1,0,1,eye movement,,,,,,,,
,122,1,2,Litchfield,2016,2,28,14,,14,2,2,9,2,3,1,1,0,1,"eye movement,preview",,,,,,,,
,122,2,1,Litchfield,2016,2,28,14,,14,2,2,1,2,3,1,1,1,1,"eye movement,preview",preview,,,,,,,
,122,2,2,Litchfield,2016,2,28,14,,14,2,2,1,2,3,1,1,1,1,"eye movement,preview",,,,,,,,
,122,2,3,Litchfield,2016,2,28,14,,14,2,2,9,2,3,1,1,1,1,"eye movement,preview",,,,,,,,
,122,3,1,Litchfield,2016,2,41,19,,22,2,2,1,2,3,1,1,1,1,eye movement,,,,,,,,
,122,3,2,Litchfield,2016,2,41,19,,22,2,2,9,2,3,1,1,1,1,eye movement,,,,,,,,
,123,1,1,Litchfield,2010,2,48,24,,24,2,2,1,2,3,2,1,0,6,,,,,,,,,
,123,1,2,Litchfield,2010,2,48,24,,24,2,2,9,2,3,2,1,0,1,,,,,,,,,
,123,2,1,Litchfield,2010,2,60,30,,30,2,2,1,2,3,2,1,1,6,,,,,,,,,
,123,2,2,Litchfield,2010,2,59,30,,29,2,2,9,2,3,2,1,1,1,,,,,,,,,
,1159,,1,Lockie,2014,3,20,10,10,,2,2,6,1,3,3,1,0,1,,,,,,,,,
,1159,,2,Lockie,2014,3,20,10,10,,2,2,6,1,3,3,1,0,1,,,,,comparison of mean error for each papillary individually,,,,
,1159,,3,Lockie,2014,3,20,10,10,,2,2,6,1,3,3,1,0,1,,,,,,,,,
,1159,,4,Lockie,2014,3,20,10,10,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,1159,,5,Lockie,2014,3,20,10,10,,2,2,6,1,3,3,1,1,1,,,,,,,,,
,480,1,1,Loft,2009,5,20,13,7,,2,2,1,2,3,1,0,1,1,,,,,,,,,
,480,2,1,Loft,2009,5,23,14,9,,2,2,1,2,3,1,0,1,1,,,,,,,,,
,480,1,2,Loft,2009,5,20,13,7,,2,2,9,2,3,1,1,1,1,,,,,,,,,
,480,2,2,Loft,2009,5,23,14,9,,2,2,9,2,3,1,1,0,1,,,,,,,,,
,127,,,Luis del Campo,2018,3,22,11,,11,2,2,3,4,3,1,1,0,3,,,gaze behavior,,,,,,
,1170,,1,Lukens,2013,27,87,,,,3,2,2,4,3,1,0,0,5,,,,,,,,,
,1170,,2,Lukens,2013,27,87,,,,3,2,2,4,3,1,0,0,5,,,,,,,,,
,1170,,3,Lukens,2013,27,87,,,,3,2,2,4,3,1,0,1,5,,,,,,,,,
,1170,,4,Lukens,2013,27,87,,,,3,2,2,4,3,1,0,1,5,,,,,,,,,
,1174,,1,Lutfi,2011,13,19,4,8,7,2,2,3,4,3,3,1,1,1,,,,,,,,,
,1174,,2,Lutfi,2011,13,19,4,8,7,2,2,3,4,3,3,1,1,1,,,,,,,,,
,1175,,2,Lyons,2012,1,220,67,,153,2,2,2,3,3,2,1,0,10,,,,,,,,,
,1175,,3,Lyons,2012,1,220,67,,153,2,2,2,3,3,2,1,0,10,,,,,,,,,
,1175,,4,Lyons,2012,1,67,67,,,2,2,2,3,3,2,1,0,10,,,,,,,,,
,1184,,1,Maki,2018,2,376,,,,2,1,10,4,3,2,0,0,2,,,,,,,,,
,1184,,2,Maki,2018,2,376,,,,2,4,10,4,3,2,0,0,2,,,,,,,,,
,131,,1,Mallett,2014,2,65,27,,38,2,2,1,4,3,2,1,1,,eye movement,,,,very specific time analyses done as well,,,,
,131,,2,Mallett,2014,2,65,27,,38,2,2,1,4,3,2,1,1,,eye movement,,,,,,,,
,131,,3,Mallett,2014,2,65,27,,38,2,2,9,4,3,2,1,1,,eye movement,,,,,,,,
,131,,4,Mallett,2014,2,65,27,,38,2,2,9,4,3,2,1,0,,eye movement,,,,,,,,
,131,,5,Mallett,2014,2,65,27,,38,2,2,9,4,3,2,1,0,,"eye movement, time polyp was on screen ",,,,,,,,
,131,,6,Mallett,2014,2,65,27,,38,2,2,9,4,3,2,1,0,,eye movement,,,,,,,,
,133,,,Mamede,2010,2,84,34,,50,2,2,1,4,3,2,1,1,1,complexity of case,,,,also manipulate conscious or unconscious deliberation ,,,,
,488,,1,Mann,2004,17,99,,,,2,2,7,2,3,2,1,1,1,,,,,more experience interviewing better accuracy,,,,
,488,,2,Mann,2004,17,99,,,,2,2,7,2,3,2,1,0,1,,,,,age ,,,,
,488,,3,Mann,2004,17,99,,,,2,2,7,2,3,2,1,0,1,,,,,length of service,,,,
,488,,4,Mann,2004,17,99,,,,2,2,7,2,3,2,1,0,1,,,,,length of service,,,,
,1189,,1,Marceau,2011,2,192,,,,3,2,2,4,3,2,1,0,5,,,,,,,,,
,1189,,2,Marceau,2011,2,192,,,,3,2,2,4,3,2,1,0,5,,,,,,,,,
,135,,,Martire,2018,1,95,18,,77,2,2,7,4,3,2,1,1,7,,,country,,,,,,
,137,1,6,Masip,2016,17,280,72,136,72,2,2,10,4,2,2,0,1,1,,,,,,,,,
,137,1,3,Masip,2016,17,280,72,136,72,2,2,7,4,2,2,1,1,1,,,,,everybody showed bias but a different bias,,,,
,137,1,4,Masip,2016,17,280,72,136,72,2,2,7,4,2,2,1,1,1,,,,,everybody showed bias but a different bias,,,,
,137,1,5,Masip,2016,17,280,72,136,72,2,2,1,4,2,2,1,0,1,,,,,,,,,
,137,1,1,Masip,2016,17,280,72,136,72,2,2,7,4,3,2,1,1,1,,,,,"more deception judgments, look at paper for comparison across all groups",,,,
,137,1,2,Masip,2016,17,280,72,136,72,2,2,7,4,3,2,1,1,1,,,,,,,,,
,137,2,1,Masip,2016,17,181,107,74,,2,2,1,4,3,2,1,1,1,,,,,"more deception judgments, look at paper for comparison across all groups",,,,
,1199,,1,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,2,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,3,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,4,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,also have variables about institutional investors and investment advisors but it is unclear what the comparison group is,,,,
,1199,,5,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,6,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,7,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,8,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,9,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,10,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,11,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,12,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
,1199,,13,Massaro,2013,2,20,,,,2,2,7,4,3,1,1,0,1,,,,,,,,,
