Included in Data Table?,PaperID,ExpertiseIVOp,Abstract,Lead Author,Year,Title,Journal,Volume,Start Page,End Page,Database,Authors
9,999,9,"Context. Ingestion of toxic liquids is common, and the volume ingested is often important for clinical decision-making. However, the accuracy and interpretation of volume estimates in the context of toxicological exposures is poorly characterised in adult practice. Objective. To inform the interpretation of volume estimates when expressed in forms commonly encountered in toxicological practice: (1) semi-quantitative volume descriptors, such as 'mouthfuls'; (2) quantitative self-estimates of ingestion volume, for example, millilitres; and (3) estimates of residual volume in containers. Methods. In the first part of the study, 50 members of the public ingested water in response to requests to take a 'small mouthful', 'large gulp' and 'five mouthfuls'. They estimated the amount ingested, and actual volumes were measured. In part 2, 15 members of the public and 15 healthcare professionals estimated the volumes contained in 12 opaque and transparent bottles. Results. The mean age of participants in part 1 was 37 years, and in part 2 it was 34 years. The mean volume (95% prediction interval) of a 'small mouthful' was 43 (3-137) mL; 'large gulp', 77 (20-168) mL; and 'five mouthfuls', 157 (25-375) mL. The mean error (95% limits of agreement) for self-estimates of ingestion volume was an underestimate of -52% (-90% to + 124%). Volume contained in bottles was underestimated by -5% (-38% to + 27%). This varied according to the container type (mean difference: opaque, -10%; transparent, -1%; P < 0.01) and participant type (members of the public, -8%; healthcare professionals, -3%; P = 0.02). Conclusions. Volume estimates derived from semi-quantitative descriptors are not a reliable basis for clinical decision-making. Self-estimates provided in a quantitative form are inaccurate and prone to underestimation. Estimates of residual volume in containers should be regarded as suspect if the container is opaque. Where clinical decisions hinge on the volume ingested, efforts should be made to quantify this using measurement.",Hitchings,2013,Determining the volume of toxic liquid ingestions in adults: accuracy of estimates by healthcare professionals and members of the public,CLINICAL TOXICOLOGY,51,77,82,Web of Science,"Hitchings, Andrew W.; Wood, David M.; Warren-Gash, Charlotte; Rivas, Sara Gil; Dargan, Paul I."
9,1000,4,"Evaluation of applicants for middle- and upper-level managerial positions and recommended starting salaries were examined in a sample of 44 male and 24 female line and staff managers. We postulated hypotheses that (a) managers would use job-relevant and job-irrelevant variables in evaluation of applicants, (b) the managers' selection decision models would involve configural cue processing, (c) managers' demographic characteristics would affect their evaluations of applicants for managerial positions, and (d) applicant sex and race would affect starting salary recommendations, after controlling for human capital variables. Subjects viewed videotaped presentations by 16 applicants and evaluated them for the job for which they were applying. Variables of applicant age, sex, race, experience, education, and level of job for which applying were manipulated. The results supported four of the five hypotheses. Job-irrelevant variables were used heavily in selection decisions, and decision models were complex, with multiple interactions among the decision cues. Subject demographic characteristics were the strongest predictors of starting salary recommendations. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Hitt,1989,Managerial selection decision models: Examination of configural cue processing,Journal of Applied Psychology,74,53,61,PsycARTICLES,"Hitt, Michael A.;Barr, Steven H."
9,1001,9,"Purpose: Physicians’ exposure to pharmaceutical industry marketing raises concerns about their ability to make unbiased, evidence-based prescription decisions. This exposure begins early in medical education. The authors examined the frequency and context of such exposures for students before matriculation to medical school. Method: The authors distributed two separate but related questionnaires to all 389 students who matriculated at the University of Chicago Pritzker School of Medicine between 2007 and 2010. The survey inquired about interactions with the pharmaceutical industry before entering medical school. Descriptive statistics and Wilcoxon rank sum tests were used to analyze data. Results: Across four years, 282 (72.5%) students responded to the first survey; 219 (56.3%) responded to the follow-up survey. The majority of those (62.1%) had interacted with or were exposed to pharmaceutical marketing before medical school. The most common interactions were accepting a pen (50.2%) and attending a sponsored lunch (37.9%), which occurred most commonly while shadowing (33.6% and 42.2%, respectively). The next most common interactions were receiving a small gift (24.7%) and attending a sponsored dinner (20.6%), which occurred most commonly in “other” contexts, such as through family and while working in a medical setting (48.2% and 48.9%, respectively). Conclusions: The majority of students had interacted with the pharmaceutical industry before medical school. The differences in context indicate that students enter medical school with a heterogeneous set of exposures to pharmaceutical marketing. Medical schools should consider interventions to enhance students’ knowledge of the impact of pharmaceutical marketing on physicians’ prescribing practices. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",Hodges,2013,Premedical students’ exposure to the pharmaceutical industry’s marketing practices,Academic Medicine,88,265,268,PsycINFO,"Hodges, Laura E.;Arora, Vineet M.;Humphrey, Holly J.;Reddy, Shalini T."
9,1002,4,"Obstetricians may be a pregnant woman's primary professional source of information about her infant prior to the birth, but infant safe sleep knowledge, attitudes and behaviors of this population are unknown. This study explores obstetric physicians' knowledge, attitudes, and behaviors related to Sudden Infant Death Syndrome and infant safe sleep and identifies barriers as well as enabling and/or reinforcing factors associated with providing infant safe sleep education in the prenatal environment. A cross-sectional survey was conducted with obstetric physicians who provide prenatal healthcare to women in Ohio. Surveys were sent to all licensed physicians included in the registry of the State Medical Board of Ohio with ""obstetrics,"" ""obstetrics and gynecology,"" or ""maternal and fetal medicine"" as their primary specialty (n = 1771). The response rate was 30%, with 418 physicians included in the analysis. Many participants were knowledgeable about infant safe sleep recommendations; however, only 55% indicated that it was important for obstetric physicians to discuss Sudden Infant Death Syndrome and/or infant safe sleep with prenatal patients. Many participants (70%) perceived barriers to providing infant safe sleep education, however most (82%) indicated interest in doing so. Participants' knowledge and attitudes were significant predictors of whether they discuss this topic with patients. Obstetric physicians can influence the infant safe sleep decisions that women make. Improving obstetricians' knowledge and attitudes about infant safe sleep and supporting physicians who wish to provide education on this topic may help to ensure that women are receiving frequent and consistent infant safe sleep messaging throughout the prenatal period.",Hodges,2018,"Infant Safe Sleep: A Survey of the Knowledge, Attitudes, and Behaviors of Obstetric Physicians",JOURNAL OF COMMUNITY HEALTH,43,488,495,Web of Science,"Hodges, Nichole L.; Anderson, Sarah E.; McKenzie, Lara B.; Katz, Mira L."
9,1003,4,"Objective: Previous research suggests female and black patients receive less optimal treatment for their chronic pain compared with male and white patients. Provider‐related factors are hypothesized to contribute to unequal treatment, but these factors have not been examined extensively. This mixed methods investigation examined the influence of patients' demographic characteristics on providers' treatment decisions and providers' awareness of these influences on their treatment decisions. Methods: Twenty medical trainees made treatment decisions (opioid, antidepressant, physical therapy) for 16 virtual patients with chronic low back pain; patient sex and race were manipulated across patients. Participants then indicated from a provided list the factors that influenced their treatment decisions, including patient demographics. Finally, individual interviews were conducted to discuss the role of patient demographics on providers' clinical decisions. Results: Individual regression analyses indicated that 30% of participants were reliably influenced by patient sex and 15% by patient race when making their decisions ( P &lt; 0.05 or P &lt; 0.10). Group analyses indicated that white patients received higher antidepressant recommendations, on average, than black patients ( P &lt; 0.05). Half of the medical trainees demonstrated awareness of the influence of demographic characteristics on their decision making. Participants, regardless of whether they were influenced by patients' demographics, discussed themes related to patient sex and race; however, participants' discussion of patient demographics in the interviews did not always align with their online study results. Conclusions: These findings suggest there is a considerable variability in the extent to which medical trainees are influenced by patient demographics and their awareness of these decision making influences. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",Hollingshead,2015,Impact of race and sex on pain management by medical trainees: A mixed methods pilot study of decision making and awareness of influence,Pain Medicine,16,280,290,PsycINFO,"Hollingshead, Nicole A.;Matthias, Marianne S.;Bair, Matthew J.;Hirsh, Adam T."
9,1004,9,,HOLLOWAY,1975,EVALUATING AN INFORMATION SYSTEM FOR MEDICAL CARE EVALUATION STUDIES,MEDICAL CARE,13,329,340,Web of Science,"HOLLOWAY, DC; WICZAI, LJ; CARLSON, ET"
9,1005,4,"Mathematical logic is one of the scientific foundations of information technology and computer engineering. Therefore, engineering students must be proficient in logical operations. First-year engineering students answered four logical reasoning tasks as part of a larger survey on scientific thinking, producing more incorrect responses than previous studies would have predicted, most notably in international student groups. This paper presents and analyzes these results, and compares and discusses the differences between natural human reasoning and engineering. logic. It seeks to explain failures in logical reasoning that occur despite formal training and considers several possible cultural and psychological explanations to this phenomenon. The conclusion highlights the need for stronger emphasis in developing problem-solving and metacognitive skills in engineering education. The importance of fluency in the language of study emerges as a significant factor in learning technical subjects.",Holvikivi,2007,Logical reasoning ability in engineering students: A case study,IEEE TRANSACTIONS ON EDUCATION,50,367,372,Web of Science,"Holvikivi, Jaana"
9,1006,4,"The research reported in this article clarifies how employee–organization relationships (EORs) work. Specifically, the authors tested whether social exchange and job embeddedness mediate how mutual-investment (whereby employers offer high inducements to employees for their high contributions) and over-investment (high inducements without corresponding high expected contributions) EOR approaches, which are based on Tsui, Pearce, Porter, and Tripoli's (1997) framework, affect quit propensity and organizational commitment. Two studies evaluated these intervening mechanisms. Study 1 surveyed 953 Chinese managers attending part-time master of business administration (MBA) programs in China, whereas Study 2 collected cross-sectional and longitudinal data from 526 Chinese middle managers in 41 firms. Standard and multilevel causal modeling techniques affirmed that social exchange and job embeddedness translate EOR influence. A second multilevel test using lagged outcome measures further established that job embeddedness mediates long-term EOR effects over 18 months. These findings corroborate prevailing views that social exchange explains how mutual- and over-investment EORs motivate greater workforce commitment and loyalty. This study enriches EOR perspectives by identifying job embeddedness as another mediator that is more enduring than social exchange. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",Hom,2009,Explaining employment relationships with social exchange and job embeddedness,Journal of Applied Psychology,94,277,297,PsycARTICLES,"Hom, Peter W.;Tsui, Anne S.;Wu, Joshua B.;Lee, Thomas W.;Zhang, Ann Yan;Fu, Ping Ping;Li, Lan"
9,1007,4,"Aim: To understand how surgeons arrive at a decision in the complex and controversial field of radiotherapy in rectal cancer by identifying which variables are important in this decision and to assess the influence of age, training, area of practice and access to radiotherapy on decisions in this field.Methods: A self-administered survey was distributed to 150 members of the CSSANZ. They were asked to rank the importance of 33 variables considered when making decisions to use radiotherapy in the treatment of rectal cancer. The responses were assessed for association of surgeon age, area of practise or access to radiotherapy with decisions in this field.Results: A hierarchy of variables was produced which showed tumour characteristics had the highest average importance, higher than that attained by patient characteristics and side effects. There were subtle but statistically significant differences in the ranking of importance when surgeons were grouped by age, site of subspeciality training, site of practise and availability of radiotherapy service.Conclusion: This study identifies a hierarchy of variables used in decision making concerning radiotherapy in rectal cancer treatment, which may be used in heuristic decision making. Decisions on using radiotherapy are influenced by age, site of practise, site of training, and the presence of radiotherapy on site. (C) 2014 Surgical Associates Ltd. Published by Elsevier Ltd. All rights reserved.",Hong,2014,Observational study of decision making concerning radiotherapy in rectal cancer,INTERNATIONAL JOURNAL OF SURGERY,12,390,393,Web of Science,"Hong, Jonathan S. Y.; Young, Christopher J.; Solomon, Michael J."
9,1008,9,"Objectives: To assess the effectiveness of nurse-led triage of outpatient referrals in an academic pediatric otolaryngology practice.Methods: Three hundred consecutive outpatient referrals were reviewed and triaged by two otolaryngology registered nurses and two attending pediatric otolaryngologists. The nurses received triage training. The referrals were triaged as 'routine' (to be seen within 2-3 months), 'semi-urgent' (to be seen within 6 weeks), or 'urgent' (to be seen within 2 weeks). Weighted Kappa statistics (correcting for chance agreement) were performed to assess for the degree of agreement. After the consultation visits, patient records were reviewed to determine whether any referrals had been inappropriately triaged by the nurses.Results: Overall, there was substantial agreement between all raters. Specifically, weighted Kappa statistics were as follows: surgeon 1, nurse 1: 0.708; surgeon 1, nurse 2: 0.670; surgeon 2, nurse 1: 0.762; surgeon 2, nurse 2: 0.647; nurse 1, nurse 2: 0.756; and surgeon 1, surgeon 2: 0.784. Review of patient charts after consultation showed that no referrals were deemed to be inappropriately triaged and no urgent cases had been missed.Conclusions: Our model of nurse-led triage of outpatient referrals was found to be effective and safe. Similar systems may be considered in other areas of medicine as a viable and acceptable alternative to the traditional physician-led triage practice. (C) 2015 Elsevier Ireland Ltd. All rights reserved.",Hong,2015,The effectiveness of nurse-led outpatient referral triage decision making in pediatric otolaryngology,INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,79,576,578,Web of Science,"Hong, Paul; Ritchie, Krista; Beaton-Campbell, Cathy; Cavanagh, Lynn; Belyea, James; Corsten, Gerard"
9,1009,9,"Non-experts are unduly attracted to explanations of scientific phenomena that contain irrelevant reductive language (e.g., explanations of biological phenomena that mention chemistry; Hopkins, Weisberg, & Taylor, 2016). To determine if expertise would reduce this reasoning error, the current study recruited individuals with graduate-level training in six scientific fields and in philosophy (N = 580) and asked them to judge explanations for phenomena from those fields. Like the novices in Hopkins et al. (2016), scientists' ratings of bad explanations were influenced by reductive information when viewing phenomena from outside their field of expertise, but they were less likely to show this bias when reasoning about their own field. Higher levels of educational attainment did improve detection of bad explanations. These results indicate that advanced training in science or logic can lead to more accurate reasoning about explanations, but does not mitigate the reductive allure effect.",Hopkins,2019,Does expertise moderate the seductive allure of reductive explanations?,ACTA PSYCHOLOGICA,198,,,Web of Science,"Hopkins, Emily J.; Weisberg, Deena Skolnick; Taylor, Jordan C. V."
9,1010,4,"101 4th-yr medical students rated the levels of anxiety and depression of 3 female patients presented on videotape, rated their own levels of anxiety and depression, and completed a questionnaire on aspects of the rating process. Ss had widely different and often inappropriate perceptions of patients' levels of anxiety and depression. Ss who consistently overrated anxiety or depression in patients, compared to those who consistently underrated, were themselves significantly more anxious or depressed. Results suggest a need in medical education for systematic teaching of empathic skills and for recognition of potential bias in clinical decision-making arising from the clinician's own emotional state. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Hornblow,1988,Empathic processes: Perception by medical students of patients' anxiety and depression,Medical Education,22,15,18,PsycINFO,"Hornblow, A. R.;Kidson, M. A.;Ironside, W."
9,1011,9,"Historically, people have often expressed negative feelings toward speculators, a sentiment that might have even been reinforced since the latest financial crisis, during which taxpayer money was warranted or spent to bail out reckless investors. In this paper, we conjecture that judges may also have anti-speculator sentiment, which might affect their professional decision making. We asked 123 professional lawyers and 247 law students in Germany this question, and they clearly predicted that judges would have an anti-speculator bias. However, in an actual behavioral study, 185 judges did not exhibit such bias. In another sample of 170 professional lawyers, we found weak support for an anti-speculator bias. This evidence suggests that an independent audience may actually perceive unbiased judgments as biased. While the literature usually suggests that a communication problem exists between lawyers and non-lawyers (i.e. between judges and the general public), we find that this problem can also exist within the legal community.",Hornuf,2019,Do judges hate speculators?,EUROPEAN JOURNAL OF LAW AND ECONOMICS,47,147,169,Web of Science,"Hornuf, Lars; Kloehn, Lars"
9,1012,4,"This study was conducted to explore whether racial/ethnic differences exist in treatment discussed, preferred, and ultimately received for localized prostate cancer (PCa) as epidemiological data are scant on this issue. The authors recruited 640 localized PCa patients from the Texas Medical Center, Houston, Texas, between 1996 and 2004. The authors used a structured questionnaire to collect data through personal interviews. Three main treatment modalities for localized PCa, consisting of surgery, radiation therapy, and watchful waiting, were considered for this study. It was found that health professionals were less likely to discuss surgery (odds ratio [OR] = 0.35, 95% confidence interval [CI] = 0.18-0.68) and watchful waiting (OR = 0.53, 95% CI = 0.34-0.83) with Hispanics than Whites. However, African Americans were less likely to receive watchful waiting (OR = 0.22, 95% CI = 0.05-0.93). They were more likely to prefer (OR = 1.23, 95% CI = 0.78-1.94) and receive (OR = 1.27, 95% CI = 0.87-1.86) radiation therapy, although they did not achieve statistical significance (p < .05). Higher age was associated with lower likelihood of discussing, preferring, and receiving surgical treatment. Higher Gleason sum was associated with lower likelihood of discussing treatment. A comparison of concordances between treatment preferred by patients and what was actually received, in general, showed a higher agreement for surgery and radiation therapy. More exploration needs to be done in other settings to confirm these findings.",Hosain,2012,"Racial/Ethnic Differences in Treatment Discussed, Preferred, and Received for Prostate Cancer in a Tri-Ethnic Population",AMERICAN JOURNAL OF MENS HEALTH,6,249,257,Web of Science,"Hosain, G. M. Monawar; Sanderson, Maureen; Du, Xianglin L.; Chan, Wenyaw; Strom, Sara S."
9,1013,9,"The present study aims to reveal the effects of positioning on decision-making performance in top-level refereeing in association football. To this end, for all 64 matches of the FIFA World Cup 2014, potential foul-play situations were videometrically analysed in terms of the referee's position relative to the infringement. Contrary to earlier studies, viewing angles were analysed in addition to viewing distances and error rates were considered for not only falsely whistled but also falsely non-whistled events. Moreover, direct logistic regression analysis was applied to detect position-dependent differences. For the total of 1,527 potential foul play situations, an overall low error rate of 6.9% was found. The similar numbers of total whistle (n = 52) and non-whistle errors (n = 54) reflect referees' ability to balance both types of errors. Regarding the overall viewing-distance effect, referees were 2.58 times (95% CI 1.47-4.54) more likely to commit a whistle error at 10-15 m and 5.51 times (95% CI 1.35-22.47) more likely to commit a non-whistle error at 0-5 m, corresponding to the position ranges occurring with the highest (10-15 m: 30.3%) and lowest (0-5 m: 5.8%) frequencies. In contrast, no significant effects of viewing-angle on decision-making accuracy could be revealed.",Hossner,2019,The role of viewing distance and viewing angle on referees' decision-making performance during the FIFA World Cup 2014,JOURNAL OF SPORTS SCIENCES,37,1481,1489,Web of Science,"Hossner, Ernst-Joachim; Schnyder, Urs; Schmid, Juerg; Kredel, Ralf"
9,1014,9,,HOWARD,1991,EVALUATION - IT MAKES A DIFFERENCE,BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,67,595,605,Web of Science,"HOWARD, M"
9,1015,4,"Objective: Encouraging patients to be more vigilant about their care challenges the traditional dynamics of patient-healthcare professional interactions. This study aimed to explore, from the perspectives of both patients and frontline healthcare staff, the potential consequences of patient-mediated intervention as a way of pushing safety improvement through the involvement of patients.Design: Qualitative study, using purposive sampling and semi-structured interviews with patients, their relatives and healthcare professionals. Emergent themes were identified using grounded theory, with data coded using NVIVO 8.Participants: 16 patients, 4 relatives, (mean age (sd) 60 years (15); 12 female, 8 male) and 39 healthcare professionals, (9 pharmacists, 11 doctors, 12 nurses, 7 health care assistants).Setting: Participants were sampled from general medical and surgical wards, taking acute and elective admissions, in two hospitals in north east England.Results: Positive consequences were identified but some actions encouraged by current patient-mediated approaches elicited feelings of suspicion and mistrust. For example, patients felt speaking up might appear rude or disrespectful, were concerned about upsetting staff and worried that their care might be compromised. Staff, whilst apparently welcoming patient questions, appeared uncertain about patients' motives for questioning and believed that patients who asked many questions and/or who wrote things down were preparing to complain. Behavioural implications were identified that could serve to exacerbate patient safety problems (e. g. staff avoiding contact with inquisitive patients or relatives; patients avoiding contact with unreceptive staff).Conclusions: Approaches that aim to push improvement in patient safety through the involvement of patients could engender mistrust and create negative tensions in the patient-provider relationship. A more collaborative approach, that encourages patients and healthcare staff to work together, is needed. Future initiatives should aim to shift the current focus away from ""checking up"" on individual healthcare professionals to one that engages both parties in the common goal of enhancing safety.",Hrisos,2013,Seeing It from Both Sides: Do Approaches to Involving Patients in Improving Their Safety Risk Damaging the Trust between Patients and Healthcare Professionals? An Interview Study,PLOS ONE,8,,,Web of Science,"Hrisos, Susan; Thomson, Richard"
9,1016,4,"This study evaluated the accuracy of self-reported body weight and height compared to measured values among firefighters and identified factors associated with reporting error. A total of 863 male and 88 female firefighters in four US regions participated in the study. The results showed that both men and women underestimated their body weight ( − 0.4 ± 4.1, − 1.1 ± 3.6 kg) and overestimated their height (29 ± 18 , 17 ± 16 mm). Women underestimated more than men on weight (p = 0.022) and men overestimated more than women on height (p &lt; 0.001). Reporting errors on weight were increased with overweight status (p &lt; 0.001) and were disproportionate among subgroups. About 27% men and 24% women had reporting errors on weight greater than ± 2.2 kg, and 59% men and 28% women had reporting errors on height greater than 25 mm.Practitioner Summary: This study along with literature revealed that the self-reported approach is not a sustainable option for anthropometric surveys, even for gathering data from physically active professional groups, such as firefighters, who presumably are knowledgeable of their body dimensions. Self-reported anthropometric information is undependable in important population subgroups. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",Hsiao,2014,Comparison of measured and self-reported anthropometric information among firefighters: Implications and applications,Ergonomics,57,1886,1897,PsycINFO,"Hsiao, Hongwei;Weaver, Darlene;Hsiao, James;Whitestone, Jennifer;Kau, Tsui-Ying;Whisler, Richard;Ferri, Robert"
9,1017,4,"Purpose: Cloud computing technology has recently been seen as an important milestone in medical informatics development. Despite its great potential, there are gaps in our understanding of how users evaluate change in relation to the health cloud and how they decide to resist it. Integrating technology acceptance and status quo bias perspectives, this study develops an integrated model to explain healthcare professionals' intention to use the health cloud service and their intention to resist it.Methods: A field survey was conducted in Taiwan to collect data from healthcare professionals; a structural equation model was used to examine the data. A valid sample of 209 healthcare professionals was collected for data analysis.Results: The results show that healthcare professionals' resistance to the use of the health cloud is the result of regret avoidance, inertia, perceived value, switching costs, and perceived threat. Attitude, subjective norm, and perceived behavior control are shown to have positive and direct effects on healthcare professionals' intention to use the health cloud. The results also indicate a significant negative effect in the relationship between healthcare professionals' intention and resistance to using the health cloud.Conclusion: Our study illustrates the importance of incorporating user resistance in technology acceptance studies in general and in health technology usage studies in particular. This study also identifies key factors for practitioners and hospitals to make adoption decisions in relation to the health cloud. Further, the study provides a useful reference for future studies in this subject field. (C) 2015 Elsevier Ireland Ltd. All rights reserved.",Hsieh,2015,Healthcare professionals' use of health clouds: Integrating technology acceptance and status quo bias perspectives,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,84,512,523,Web of Science,"Hsieh, Pi-Jung"
9,1018,9,"Objectives. To examine the professional moral duty of health care workers (HCWs) in the outbreak of severe acute respiratory syndrome (SARS) in 2003.Methods. Descriptive discussion of media reports, analysis of ethical principles and political decisions discussed in the outbreak, with particular emphasis on the events in mainland China and Taiwan.Results. There were differences in the way that Taiwan and mainland China responded to the SARS epidemic, however, both employed techniques of hospital quarantine. After early policy mistakes in both countries HCWs were called heroes. The label 'hero' may not be appropriate for the average HCW when faced with the SARS epidemic, although a number of self-less acts can be found. The label was also politically convenient.Conclusions. A middle ground for reasonable expectations from HCW when treating diseases that have serious risk of infection should be expected. While all should act according to the ethic of beneficence not all persons should be expected to be martyrs for society. (C) 2004 The British Infection Society. Published by Elsevier Ltd. All rights reserved.",Hsin,2004,Heroes of SARS: professional roles and ethics of health care workers,JOURNAL OF INFECTION,49,210,215,Web of Science,"Hsin, DHC; Macer, DRJ"
,1019,2,"Background While operating, surgeons are required to make cognitive decisions and often are interrupted to attend to questions from other members of the health care team. Technical automatization may be achieved by experienced surgeons such that these distractions have little effect on performance of either the surgical or the cognitive task. This study assessed the effect of adding a distracting cognitive task on performance of a basic laparoscopic skill by novice and experienced surgeons.Methods In this study, 31 novice (medical students in postgraduate years [PGYs] 1-2) and 9 experienced (fellows/ attendants and PGYs 4-5) laparoscopic surgeons practiced the Fundamentals of Laparoscopic Surgery (FLS) laparoscopic peg transfer task until their scores stabilized. The mean normalized score after five repetitions then was recorded. The subjects also were tested on the number of mathematical addition questions they could answer in 1 min. This was repeated five times, with the mean number of questions attempted and the accuracy (% correct) recorded. The laparoscopic and addition tasks then were performed concurrently five times. Data, presented as mean +/- standard deviation, were analyzed using Student's t-test. A p value less than 0.05 was considered statistically significant.Results After practice to stable peg transfer performance, the baseline peg transfer score was higher in the experienced group (98 +/- 6 vs 87 +/- 12; p < 0.01). There were no baseline differences between the groups in the number of math questions attempted in 1 min (10 +/- 2 vs 9 +/- 2; p = 0.55) or the number of correct answers (9 +/- 3 vs 8 +/- 3; p = 0.36). The comparison of baseline performance and dual-task performance showed that the experienced surgeons had no decline in peg transfer score (98 +/- 6 vs 97 +/- 6; p = 0.48), number of questions attempted in 1 min (10 +/- 2 vs 9 +/- 3; p = 0.32), or number of correct answers (9 +/- 3 vs 8 +/- 3; p = 0.46). In contrast, dual-tasking among the novices was associated with a decrease in the number of questions attempted (9 +/- 2 vs 8 +/- 2; p < 0.01) and the number of correct answers (8 +/- 3 vs 7 +/- 2; p = 0.02), and with no change in the peg transfer score (87 +/- 12 vs 88 +/- 8; p = 0.38) compared with baseline.Conclusions Distraction significantly decreased a novice's ability to process cognitively based math problems, whereas there was no effect on experienced subjects. This occurred despite the fact that the novice group had practiced to high-level peg transfer scores at baseline. This suggests that the experienced surgeons had achieved automatization of the peg transfer basic surgical skill to a level that cognitive distraction did not affect performance of either task. The experienced surgeons were able to attend equally to both tasks, whereas the novices attended to the surgical task at the expense of some aspects of cognitive task performance.",Hsu,2008,Experienced surgeons can do more than one thing at a time: effect of distraction on performance of a simple laparoscopic and cognitive task by experienced and novice surgeons,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,22,196,201,Web of Science,"Hsu, K. E.; Man, F. -Y.; Gizicki, R. A.; Feldman, L. S.; Fried, G. M."
9,1020,9,"Using Taiwan's 2012 proposal as an illustration, this article discusses a new form of lay participationthe advisory jurywhere a group of lay jurors make a collective decision without the professional judges' interference but such decision has no binding effect. This article analyzes how identifying promotion of the public's confidence in the judicial system rather than democratizing judicial decision making by legal elites as the reform purpose leads to the emergence of this form of lay participation. Through a newly conducted national survey, this study shows that the strong support for citizen participation indeed arises from popular dissatisfaction with judicial decision making by professional judges. However, merely half the public are willing to serve and significant disparities in willingness to serve exist across various demographic groups. Our empirical findings inform policymakers of important issues to be addressed in future implementation of citizen participation.",Huang,2013,Rescuing Confidence in the Judicial System: Introducing Lay Participation in Taiwan,JOURNAL OF EMPIRICAL LEGAL STUDIES,10,542,569,Web of Science,"Huang, Kuo-Chang; Lin, Chang-Ching"
9,1021,4,"Background: Ethical issues pose challenges for nurses who are increasingly caring for patients in complicated situations. Ethical sensitivity is a prerequisite for nurses to make decisions in the best interest of their patients in daily practice. Currently, there is no tool for assessing ethical sensitivity in Chinese language, and no empirical studies of ethical sensitivity among Chinese nurses. Research objectives: The study was conducted to translate the Moral Sensitivity Questionnaire–Revised Version (MSQ-R) into Chinese and establish the psychometric properties of the Moral Sensitivity Questionnaire–Revised Version into Chinese (MSQ-R-CV). Research design: This research was a methodological and descriptive study. Participants and research context: MSQ-R was translated into Chinese using Brislin’s model, and the Translation Validity Index was evaluated. MSQ-R-CV was then distributed along with a demographic questionnaire to 360 nurses working at tertiary and municipal hospitals in Changsha, China. Ethical considerations: This study was approved by the Institutional Review Boards of Yale University and Central South University. Findings: MSQ-R-CV achieved Cronbach’s alpha 0.82, Spearman-Brown coefficient 0.75, significant item discrimination (p &lt; 0.001), and item-total correlation values ranging from 0.524 to 0.717. A two-factor structure was illustrated by exploratory factor analysis, and further confirmed by confirmatory factor analysis. Chinese nurses had a mean total score of 40.22 ± 7.08 on the MSQ-R-CV, and sub-scores of 23.85 ± 4.4 for moral responsibility and strength and 16.37 ± 3.75 for sense of moral burden. Discussion: The findings of this study were compared with studies from other countries to examine the structure and meaningful implications of ethical sensitivity in Chinese nurses. Conclusion: The two-factor MSQ-R-CV (moral responsibility and strength, and sense of moral burden) is a linguistically and culturally appropriate instrument for assessing ethical sensitivity among Chinese nurses. (PsycINFO Database Record (c) 2017 APA, all rights reserved) (Source: journal abstract)",Huang,2016,Cross-cultural validation of the Moral Sensitivity Questionnaire-Revised Chinese version,Nursing Ethics,23,784,793,PsycINFO,"Huang, Fei Fei;Yang, Qing;Zhang, Jie;Zhang, Qing Hua;Khoshnood, Kaveh;Zhang, Jing Ping"
